EBELN,EBELP,LIFNR,NAME1,MATNR,TXZ01,MATKL,BUKRS,EKORG,EKGRP,WERKS,MENGE,MEINS,NETPR,WAERS,NETWR,BEDAT,EINDT,BUDAT,KONNR,ZTERM,FRGKE,ERNAM,AENAM,CHANGE_COUNT
4500199,00020,0000100021,Pinnacle Systems Inc,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,1000,1000,P03,1020,21.0,PC,448.03,EUR,9408.63,2025-01-23,2025-02-28,2025-02-23,,Z060,Approved,BUYER01,BUYER01,2
4500199,00030,0000100021,Pinnacle Systems Inc,MAT-100196,Low-friction bracket type 29 (Chemicals and lubricants),MG30,1000,1000,P03,1020,261.0,KG,13.99,EUR,3651.39,2025-01-23,2025-02-28,2025-02-23,460021396,Z060,Approved,BUYER01,BUYER01,2
4500199,00040,0000100021,Pinnacle Systems Inc,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P03,1020,20.0,BOX,198.93,EUR,3978.6,2025-01-23,2025-02-28,2025-02-23,460021690,Z060,Approved,BUYER01,BUYER01,2
4500200,00010,0000100021,Pinnacle Systems Inc,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P05,,60.0,BOX,203.05,EUR,12183.0,2025-02-17,2025-03-17,2025-03-13,460021690,Z060,Approved,BUYER08,BUYER08,3
4500200,00020,0000100021,Pinnacle Systems Inc,MAT-100252,Insulated connector type 37 (Electrical components),MG10,1000,1000,P05,1020,33.0,PC,341.54,EUR,11270.82,2025-02-17,2025-03-17,2025-03-13,,Z060,Approved,BUYER08,BUYER08,1
4500200,00030,0000100021,Pinnacle Systems Inc,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,1000,1000,P05,1020,33.44,PC,448.6,EUR,15001.18,2025-02-17,2025-03-17,2025-03-13,,Z060,Approved,BUYER08,BUYER08,0
4500201,00010,0000100021,Pinnacle Systems Inc,MAT-100252,Insulated connector type 37 (Electrical components),MG10,1000,1000,P04,1010,32.0,PC,327.79,EUR,10489.28,2025-03-18,2025-04-11,2025-04-06,,Z060,Approved,BUYER03,BUYER03,3
4500202,00010,0000100021,Pinnacle Systems Inc,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,1000,1000,P06,1020,39.0,PC,459.38,EUR,17915.82,2025-04-30,2025-05-19,2025-05-14,,Z060,Approved,BUYER12,BUYER12,2
4500202,00020,0000100021,Pinnacle Systems Inc,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P06,1020,45.0,BOX,199.69,EUR,8986.05,2025-04-30,2025-05-19,2025-05-14,460021690,Z060,Approved,BUYER12,BUYER12,4
4500202,00030,0000100021,Pinnacle Systems Inc,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,1000,1000,P06,1020,151.0,TO,2.78,EUR,419.78,2025-04-30,2025-05-19,2025-05-14,460021382,Z060,Approved,BUYER12,BUYER12,4
4500202,00040,0000100021,Pinnacle Systems Inc,MAT-100252,Insulated connector type 37 (Electrical components),MG10,1000,1000,P06,1020,49.0,PC,352.82,EUR,17288.18,2025-04-30,2025-05-19,2025-05-14,,Z060,Approved,BUYER12,BUYER12,2
4500203,00010,0000100021,Pinnacle Systems Inc,MAT-100196,Low-friction bracket type 29 (Chemicals and lubricants),MG30,1000,1000,P02,1020,189.0,KG,13.8,EUR,2608.2,2025-05-28,2025-06-13,2025-06-08,460021396,Z060,Approved,BUYER07,BUYER07,2
4500203,00020,0000100021,Pinnacle Systems Inc,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,1000,1000,P02,1020,35.55,PC,421.98,EUR,15001.39,2025-05-28,2025-06-13,2025-09-16,,Z060,Approved,BUYER07,BUYER07,3
4500203,00030,0000100021,Pinnacle Systems Inc,MAT-100252,Insulated connector type 37 (Electrical components),MG10,1000,1000,P02,1020,11.0,PC,328.91,EUR,3618.01,2025-05-28,2025-06-13,2025-06-08,,Z060,Approved,BUYER07,BUYER07,2
4500204,00010,0000100021,Pinnacle Systems Inc,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,1000,1000,P02,1020,33.57,PC,446.85,EUR,15000.75,2025-06-25,2025-07-22,2025-07-20,,Z060,Approved,BUYER01,BUYER01,3
4500204,00020,0000100021,Pinnacle Systems Inc,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,1000,1000,P02,1020,293.0,TO,2.95,EUR,864.35,2025-06-25,2025-07-22,2025-07-20,460021382,Z060,Approved,BUYER01,BUYER01,0
4500205,00010,0000100021,Pinnacle Systems Inc,MAT-100196,Low-friction bracket type 29 (Chemicals and lubricants),MG30,1000,1000,P06,1020,170.0,KG,12.95,EUR,2201.5,2025-07-23,2025-08-29,2025-08-24,460021396,Z060,Approved,BUYER02,BUYER02,3
4500205,00020,0000100021,Pinnacle Systems Inc,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P06,1020,47.0,BOX,196.58,EUR,9239.26,2025-07-23,2025-08-29,2025-08-24,460021690,Z060,Approved,BUYER02,BUYER02,0
4500205,00030,0000100021,Pinnacle Systems Inc,MAT-100252,Insulated connector type 37 (Electrical components),MG10,1000,1000,P06,1020,58.0,PC,339.41,EUR,19685.78,2025-07-23,2025-08-29,2025-08-24,,Z060,Approved,BUYER02,BUYER02,4
4500205,00040,0000100021,Pinnacle Systems Inc,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,1000,1000,P06,1020,54.0,TO,2.74,EUR,147.96,2025-07-23,2025-08-29,2025-08-24,460021382,Z060,Approved,BUYER02,BUYER02,1
4500206,00010,0000100021,Pinnacle Systems Inc,MAT-100252,Insulated connector type 37 (Electrical components),MG10,1000,1000,P02,1010,20.0,PC,331.52,EUR,6630.4,2025-08-21,2025-09-11,2025-09-13,,Z060,Approved,BUYER11,BUYER11,1
4500206,00020,0000100021,Pinnacle Systems Inc,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,1000,1000,P02,1010,34.0,PC,438.94,EUR,14923.96,2025-08-21,2025-09-11,2025-09-13,,Z060,Approved,BUYER11,BUYER11,1
4500207,00010,0000100021,Pinnacle Systems Inc,MAT-100252,Insulated connector type 37 (Electrical components),MG10,1000,1000,P03,1010,7.0,PC,345.91,EUR,2421.37,2025-09-25,2025-10-29,2025-10-29,,Z060,Approved,BUYER07,BUYER07,4
4500207,00020,0000100021,Pinnacle Systems Inc,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P03,1010,25.0,BOX,216.13,EUR,5403.25,2025-09-25,2025-10-29,2025-10-29,460021690,Z060,Approved,BUYER07,BUYER07,2
4500207,00030,0000100021,Pinnacle Systems Inc,MAT-100196,Low-friction bracket type 29 (Chemicals and lubricants),MG30,1000,1000,P03,1010,277.0,KG,13.94,EUR,3861.38,2025-09-25,2025-10-29,2025-10-29,460021396,Z060,Approved,BUYER07,BUYER07,1
4500207,00040,0000100021,Pinnacle Systems Inc,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,1000,1000,P03,1010,100.0,TO,2.73,EUR,273.0,2025-09-25,2025-10-29,2025-10-29,460021382,Z060,Approved,BUYER07,BUYER07,3
4500208,00010,0000100021,Pinnacle Systems Inc,MAT-100252,Insulated connector type 37 (Electrical components),MG10,1000,1000,P05,1010,52.0,PC,324.41,EUR,16869.32,2025-10-28,2025-12-09,2025-12-06,,Z060,Approved,BUYER05,BUYER05,0
4500208,00020,0000100021,Pinnacle Systems Inc,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P05,1010,41.0,BOX,200.77,EUR,8231.57,2025-10-28,2025-12-09,2025-12-06,460021690,Z060,Approved,BUYER05,BUYER05,2
4500208,00030,0000100021,Pinnacle Systems Inc,MAT-100420,Industrial pulley type 21 (Electrical components),MG10,1000,1000,P05,1010,9.0,PC,422.23,EUR,3800.07,2025-10-28,2025-12-09,2025-12-06,,Z060,Approved,BUYER05,BUYER05,0
4500208,00040,0000100021,Pinnacle Systems Inc,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,1000,1000,P05,1010,29.0,TO,2.86,EUR,82.94,2025-10-28,2025-12-09,2025-12-06,460021382,Z060,Approved,BUYER05,BUYER05,3
4500209,00010,0000100022,Quarry Industrie GmbH,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,2000,2000,P03,2010,365.0,CAR,12.4,USD,4526.0,2025-01-08,2025-02-12,2025-02-12,460022725,Z030,Approved,BUYER08,BUYER08,1
4500209,00020,0000100022,Quarry Industrie GmbH,MAT-100455,Stainless connector type 26 (Office and facility supplies),MG35,2000,2000,P03,2010,241.0,BOX,54.04,USD,13023.64,2025-01-08,2025-02-12,2025-02-12,460022655,Z030,Approved,BUYER08,BUYER08,3
4500210,00010,0000100022,Quarry Industrie GmbH,MAT-100455,Stainless connector type 26 (Office and facility supplies),MG35,2000,2000,P05,2020,356.0,BOX,54.9,USD,19544.4,2025-02-07,2025-03-05,2025-03-05,460022655,Z030,Approved,BUYER12,BUYER12,2
4500210,00020,0000100022,Quarry Industrie GmbH,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,2000,2000,P05,2020,298.0,CAR,13.14,USD,3915.72,2025-02-07,2025-03-05,2025-03-05,460022725,Z030,Approved,BUYER12,BUYER12,2
4500211,00010,0000100022,Quarry Industrie GmbH,MAT-100455,Stainless connector type 26 (Office and facility supplies),MG35,2000,2000,P06,2020,148.72,BOX,55.48,USD,8250.99,2025-03-21,2025-04-17,2025-04-17,460022655,Z030,Open,BUYER05,BUYER05,2
4500211,00020,0000100022,Quarry Industrie GmbH,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,2000,2000,P06,2020,67.76,CAR,13.64,USD,924.25,2025-03-21,2025-04-17,2025-04-17,460022725,Z030,Open,BUYER05,BUYER05,3
4500212,00010,0000100022,Quarry Industrie GmbH,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,2000,2000,P02,2010,341.0,CAR,13.03,USD,4443.23,2025-04-18,2025-05-08,2025-05-03,460022725,Z030,Open,BUYER06,BUYER06,2
4500213,00010,0000100022,Quarry Industrie GmbH,MAT-100455,Stainless connector type 26 (Office and facility supplies),MG35,2000,2000,P05,2020,202.0,BOX,52.26,USD,10556.52,2025-05-30,2025-06-25,2025-06-22,460022655,Z030,Approved,BUYER01,BUYER01,4
4500213,00020,0000100022,Quarry Industrie GmbH,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,2000,2000,P05,2020,301.0,CAR,13.63,USD,4102.63,2025-05-30,2025-06-25,2025-06-22,460022725,Z030,Approved,BUYER01,BUYER01,4
4500214,00010,0000100022,Quarry Industrie GmbH,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,2000,2000,P04,2020,285.0,CAR,13.42,USD,3824.7,2025-07-17,2025-08-01,2025-07-28,460022725,Z030,Approved,BUYER05,BUYER05,3
4500215,00010,0000100022,Quarry Industrie GmbH,MAT-100455,Stainless connector type 26 (Office and facility supplies),MG35,2000,2000,P04,2010,116.0,BOX,53.81,USD,6241.96,2025-08-14,2025-09-03,2025-09-04,460022655,Z030,Approved,BUYER03,BUYER03,4
4500215,00020,0000100022,Quarry Industrie GmbH,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,2000,2000,P04,2010,160.0,CAR,12.73,USD,2036.8,2025-08-14,2025-09-03,2025-09-04,460022725,Z030,Approved,BUYER03,BUYER03,0
4500216,00010,0000100022,Quarry Industrie GmbH,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,2000,2000,P03,2010,374.0,CAR,13.1,USD,4899.4,2025-09-24,2025-10-31,2025-11-01,460022725,Z030,Approved,BUYER03,BUYER03,4
4500217,00010,0000100022,Quarry Industrie GmbH,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,2000,2000,P06,2020,363.0,CAR,13.51,USD,4904.13,2025-11-08,2025-11-26,2025-11-21,460022725,Z030,Approved,BUYER11,BUYER11,0
4500217,00020,0000100022,Quarry Industrie GmbH,MAT-100455,Stainless connector type 26 (Office and facility supplies),MG35,2000,2000,P06,2020,231.0,BOX,56.41,USD,13030.71,2025-11-08,2025-11-26,2025-11-21,460022655,Z030,Approved,BUYER11,BUYER11,3
4500218,00010,0000100023,Redstone Industrie GmbH,MAT-100105,Precision relay type 16 (Packaging materials),MG25,3000,3000,P06,3010,225.0,CAR,8.89,GBP,2000.25,2025-01-15,2025-02-10,2025-02-09,460023305,Z045,Approved,BUYER03,BUYER03,0
4500218,00020,0000100023,Redstone Industrie GmbH,MAT-100322,Precision bracket type 7 (Safety equipment),MG60,3000,3000,P06,3010,51.0,PC,169.98,GBP,8668.98,2025-01-15,2025-02-10,2025-02-09,460023522,Z045,Approved,BUYER03,BUYER03,0
4500219,00010,0000100023,Redstone Industrie GmbH,MAT-100322,Precision bracket type 7 (Safety equipment),MG60,3000,3000,P02,3010,16.0,PC,174.47,GBP,2791.52,2025-02-24,2025-03-14,2025-03-17,460023522,Z045,Approved,BUYER12,BUYER12,2
4500219,00020,0000100023,Redstone Industrie GmbH,MAT-100105,Precision relay type 16 (Packaging materials),MG25,3000,3000,P02,3010,202.0,CAR,9.13,GBP,1844.26,2025-02-24,2025-03-14,2025-03-17,460023305,Z045,Approved,BUYER12,BUYER12,2
4500220,00010,0000100023,Redstone Industrie GmbH,MAT-100322,Precision bracket type 7 (Safety equipment),MG60,3000,3000,P03,3010,60.0,PC,173.77,GBP,10426.2,2025-04-12,2025-05-24,2025-05-20,460023522,Z045,Approved,BUYER03,BUYER03,2
4500220,00020,0000100023,Redstone Industrie GmbH,MAT-100105,Precision relay type 16 (Packaging materials),MG25,3000,3000,P03,3010,344.0,CAR,8.39,GBP,2886.16,2025-04-12,2025-05-24,2025-05-20,460023305,Z045,Approved,BUYER03,BUYER03,2
4500221,00010,0000100023,Redstone Industrie GmbH,MAT-100322,Precision bracket type 7 (Safety equipment),MG60,3000,3000,P05,3010,33.0,PC,174.49,GBP,5758.17,2025-05-17,2025-06-18,2025-06-15,460023522,Z045,Open,BUYER03,BUYER03,0
4500222,00010,0000100023,Redstone Industrie GmbH,MAT-100322,Precision bracket type 7 (Safety equipment),MG60,3000,3000,P02,3010,48.0,PC,169.15,GBP,8119.2,2025-06-22,2025-07-07,2025-07-06,460023522,Z045,Approved,BUYER06,BUYER06,2
4500222,00020,0000100023,Redstone Industrie GmbH,MAT-100105,Precision relay type 16 (Packaging materials),MG25,3000,3000,P02,3010,128.0,CAR,8.79,GBP,1125.12,2025-06-22,2025-07-07,2025-07-06,460023305,Z045,Approved,BUYER06,BUYER06,3
4500223,00010,0000100023,Redstone Industrie GmbH,MAT-100105,Precision relay type 16 (Packaging materials),MG25,3000,3000,P05,3010,294.0,CAR,8.41,GBP,2472.54,2025-08-10,2025-08-23,2025-08-23,460023305,Z045,Approved,BUYER05,BUYER05,1
4500223,00020,0000100023,Redstone Industrie GmbH,MAT-100322,Precision bracket type 7 (Safety equipment),MG60,3000,3000,P05,3010,15.0,PC,170.7,GBP,2560.5,2025-08-10,2025-08-23,2025-08-23,460023522,Z045,Approved,BUYER05,BUYER05,1
4500224,00010,0000100023,Redstone Industrie GmbH,MAT-100322,Precision bracket type 7 (Safety equipment),MG60,3000,3000,P05,3010,59.0,PC,164.49,GBP,9704.91,2025-09-17,2025-10-09,2025-10-09,460023522,Z045,Approved,BUYER04,BUYER04,4
4500225,00010,0000100023,Redstone Industrie GmbH,MAT-100322,Precision bracket type 7 (Safety equipment),MG60,3000,3000,P01,3010,17.0,PC,165.89,GBP,2820.13,2025-11-06,2025-12-10,2025-12-07,460023522,Z045,Approved,BUYER10,BUYER10,1
4500225,00020,0000100023,Redstone Industrie GmbH,MAT-100105,Precision relay type 16 (Packaging materials),MG25,3000,3000,P01,3010,137.0,CAR,8.8,GBP,1205.6,2025-11-06,2025-12-10,2025-12-07,460023305,Z045,Approved,BUYER10,BUYER10,1
4500226,00010,0000100024,Summit Materials SpA,MAT-100126,Compact adapter type 19 (IT hardware),MG40,4000,4000,P06,4010,11.0,PC,1275.01,CHF,14025.11,2025-01-10,2025-01-31,2025-02-01,,Z060,Approved,BUYER08,BUYER08,2
4500226,00020,0000100024,Summit Materials SpA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P06,4010,26.0,BOX,145.81,CHF,3791.06,2025-01-10,2025-01-31,2025-02-01,460024774,Z060,Approved,BUYER08,BUYER08,2
4500227,00010,0000100024,Summit Materials SpA,MAT-100126,Compact adapter type 19 (IT hardware),MG40,4000,4000,P06,4010,4.0,PC,1269.19,CHF,5076.76,2025-02-16,2025-03-18,2025-03-15,,Z060,Approved,BUYER03,BUYER03,0
4500227,00020,0000100024,Summit Materials SpA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P06,4010,32.0,BOX,150.32,CHF,4810.24,2025-02-16,2025-03-18,2025-03-15,460024774,Z060,Approved,BUYER03,BUYER03,0
4500228,00010,0000100024,Summit Materials SpA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P04,4010,44.0,BOX,152.99,CHF,6731.56,2025-03-14,2025-04-05,2025-04-07,460024774,Z060,Approved,BUYER08,BUYER08,4
4500228,00020,0000100024,Summit Materials SpA,MAT-100126,Compact adapter type 19 (IT hardware),MG40,4000,4000,P04,4010,1.0,PC,1234.45,CHF,1234.45,2025-03-14,2025-04-05,2025-04-07,,Z060,Approved,BUYER08,BUYER08,3
4500229,00010,0000100024,Summit Materials SpA,MAT-100126,Compact adapter type 19 (IT hardware),MG40,4000,4000,P06,4010,4.4,PC,1255.26,CHF,5523.14,2025-04-19,2025-05-19,2025-05-16,,Z060,Approved,BUYER05,BUYER05,4
4500229,00020,0000100024,Summit Materials SpA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P06,4010,18.48,BOX,148.09,CHF,2736.7,2025-04-19,2025-05-19,2025-05-16,460024774,Z060,Approved,BUYER05,BUYER05,0
4500230,00010,0000100024,Summit Materials SpA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P03,4010,40.0,BOX,146.98,CHF,5879.2,2025-05-21,2025-06-27,2025-06-24,460024774,Z060,Approved,BUYER09,BUYER09,1
4500231,00010,0000100024,Summit Materials SpA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P01,4010,24.0,BOX,146.62,CHF,3518.88,2025-07-03,2025-08-07,2025-08-02,460024774,Z060,Approved,BUYER10,BUYER10,2
4500231,00020,0000100024,Summit Materials SpA,MAT-100126,Compact adapter type 19 (IT hardware),MG40,4000,4000,P01,4010,11.0,PC,1311.97,CHF,14431.67,2025-07-03,2025-08-07,2025-08-02,,Z060,Approved,BUYER10,BUYER10,2
4500232,00010,0000100024,Summit Materials SpA,MAT-100126,Compact adapter type 19 (IT hardware),MG40,4000,4000,P06,4010,1.0,PC,1246.53,CHF,1246.53,2025-08-06,2025-08-26,2025-08-22,,Z060,Open,BUYER09,BUYER09,1
4500232,00020,0000100024,Summit Materials SpA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P06,4010,10.0,BOX,157.25,CHF,1572.5,2025-08-06,2025-08-26,2025-08-22,460024774,Z060,Open,BUYER09,BUYER09,4
4500233,00010,0000100024,Summit Materials SpA,MAT-100126,Compact adapter type 19 (IT hardware),MG40,4000,4000,P04,4010,8.0,PC,1279.64,CHF,10237.12,2025-09-14,2025-10-02,2025-09-30,,Z060,Approved,BUYER09,BUYER09,1
4500233,00020,0000100024,Summit Materials SpA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P04,4010,51.0,BOX,145.27,CHF,7408.77,2025-09-14,2025-10-02,2025-09-30,460024774,Z060,Approved,BUYER09,BUYER09,2
4500234,00010,0000100024,Summit Materials SpA,MAT-100126,Compact adapter type 19 (IT hardware),MG40,4000,4000,P05,4010,12.0,PC,1212.62,CHF,14551.44,2025-10-25,2025-11-13,2025-11-16,,Z060,Approved,BUYER09,BUYER09,1
4500234,00020,0000100024,Summit Materials SpA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P05,4010,36.0,BOX,157.45,CHF,5668.2,2025-10-25,2025-11-13,2025-11-16,460024774,Z060,Approved,BUYER09,BUYER09,4
4500235,00010,0000100024,Summit Materials SpA,MAT-100126,Compact adapter type 19 (IT hardware),MG40,4000,4000,P02,4010,4.0,PC,1308.93,CHF,5235.72,2025-11-22,2025-12-28,2025-12-26,,Z060,Approved,BUYER10,BUYER10,4
4500236,00010,0000100025,Thornbury Materials SpA,MAT-100147,Stainless clamp type 22 (Laboratory equipment),MG55,1000,1000,P05,1010,12.0,EA,2090.83,EUR,25089.96,2025-01-18,2025-02-07,2025-02-06,460025347,NT30,Approved,BUYER05,BUYER05,1
4500236,00020,0000100025,Thornbury Materials SpA,MAT-100021,Heavy-duty membrane type 4 (Packaging materials),MG25,1000,1000,P05,1010,216.0,PC,1.52,EUR,328.32,2025-01-18,2025-02-07,2025-02-06,460025221,NT30,Approved,BUYER05,BUYER05,2
4500236,00030,0000100025,Thornbury Materials SpA,MAT-100539,Insulated cartridge type 38 (Office and facility supplies),MG35,1000,1000,P05,1010,163.0,PC,73.18,EUR,11928.34,2025-01-18,2025-02-07,2025-02-06,460025739,NT30,Approved,BUYER05,BUYER05,0
4500236,00040,0000100025,Thornbury Materials SpA,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,1000,1000,P05,1010,8.0,EA,772.14,EUR,6177.12,2025-01-18,2025-02-07,2025-02-06,460025291,NT30,Approved,BUYER05,BUYER05,1
4500237,00010,0000100025,Thornbury Materials SpA,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,1000,1000,P01,1020,4.0,EA,813.81,EUR,3255.24,2025-03-04,2025-03-26,2025-03-25,460025291,NT30,Approved,BUYER03,BUYER03,2
4500237,00020,0000100025,Thornbury Materials SpA,MAT-100021,Heavy-duty membrane type 4 (Packaging materials),MG25,1000,1000,P01,1020,47.0,PC,0.82,EUR,38.54,2025-03-04,2025-03-26,2025-03-25,460025221,NT30,Approved,BUYER03,BUYER03,1
4500237,00030,0000100025,Thornbury Materials SpA,MAT-100147,Stainless clamp type 22 (Laboratory equipment),MG55,1000,1000,P01,1020,4.0,EA,2016.02,EUR,8064.08,2025-03-04,2025-03-26,2025-03-25,460025347,NT30,Approved,BUYER03,BUYER03,2
4500238,00010,0000100025,Thornbury Materials SpA,MAT-100147,Stainless clamp type 22 (Laboratory equipment),MG55,1000,1000,P06,1020,7.0,EA,1963.81,EUR,13746.67,2025-04-15,2025-05-17,2025-05-15,460025347,NT30,Approved,BUYER02,BUYER02,2
4500238,00020,0000100025,Thornbury Materials SpA,MAT-100021,Heavy-duty membrane type 4 (Packaging materials),MG25,1000,1000,P06,1020,399.0,PC,0.79,EUR,315.21,2025-04-15,2025-05-17,2025-05-15,460025221,NT30,Approved,BUYER02,BUYER02,4
4500239,00010,0000100025,Thornbury Materials SpA,MAT-100147,Stainless clamp type 22 (Laboratory equipment),MG55,1000,1000,P02,1010,5.0,EA,2061.63,EUR,10308.15,2025-05-25,2025-06-18,2025-06-17,460025347,NT30,Approved,BUYER08,BUYER08,1
4500239,00020,0000100025,Thornbury Materials SpA,MAT-100539,Insulated cartridge type 38 (Office and facility supplies),MG35,1000,1000,P02,1010,219.0,PC,75.7,EUR,16578.3,2025-05-25,2025-06-18,2025-06-17,460025739,NT30,Approved,BUYER08,BUYER08,2
4500239,00030,0000100025,Thornbury Materials SpA,MAT-100021,Heavy-duty membrane type 4 (Packaging materials),MG25,1000,1000,P02,1010,189.0,PC,0.76,EUR,143.64,2025-05-25,2025-06-18,2025-06-17,460025221,NT30,Approved,BUYER08,BUYER08,4
4500239,00040,0000100025,Thornbury Materials SpA,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,1000,1000,P02,1010,3.0,EA,785.12,EUR,2355.36,2025-05-25,2025-06-18,2025-06-17,460025291,NT30,Approved,BUYER08,BUYER08,1
4500240,00010,0000100025,Thornbury Materials SpA,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,1000,1000,P05,1020,6.0,EA,785.4,EUR,4712.4,2025-06-25,2025-07-16,2025-07-16,460025291,NT30,Approved,BUYER03,BUYER03,3
